case_id,case_name,parcel_count,litigation_cases,compensation_pending_pct,acquisition_stage,ownership_disputes,document_issues,previous_delays_months,notification_age_months,delayed
CASE-1007,Tiruchirappalli Freight Link Phase 3 (Sec 5),21,0,6.6,Possession (Sec 3E/38),0,4,3.5,36.0,0
CASE-1008,Thoothukudi Port Rail Spur Phase 3 (Sec 1),63,0,47.1,Award Inquiry (Sec 3G/23),5,7,9.1,29.9,1
CASE-1009,Salem Bypass Extension Phase 2 (Sec 4),437,6,45.1,Declaration (Sec 3D/19),32,39,0.0,9.7,1
CASE-1010,Tirunelveli Solar Park Access Phase 1 (Sec 7),140,2,57.7,Award Inquiry (Sec 3G/23),15,9,0.0,14.1,0
CASE-1011,Hosur IT Expressway Phase 1 (Sec 1),59,1,81.5,Notification (Sec 3A/11),1,2,4.2,7.7,1
CASE-1012,Tiruchirappalli Freight Link Phase 3 (Sec 3),136,0,44.7,Declaration (Sec 3D/19),6,20,3.1,17.9,0
CASE-1013,Madurai Logistics Park Phase 3 (Sec 5),78,5,67.2,Declaration (Sec 3D/19),13,7,0.0,7.9,1
CASE-1014,Vellore Urban Peripheral Phase 3 (Sec 2),59,1,52.0,Compensation Disbursement,3,1,0.0,22.7,0
CASE-1015,SIPCOT Industrial Corridor Phase 2 (Sec 2),57,3,2.4,Possession (Sec 3E/38),3,8,0.0,29.2,0
CASE-1016,SIPCOT Industrial Corridor Phase 2 (Sec 2),152,1,83.1,Award Inquiry (Sec 3G/23),12,8,0.5,20.5,0
CASE-1017,Salem Bypass Extension Phase 2 (Sec 5),81,0,74.0,Possession (Sec 3E/38),6,3,0.0,31.4,0
CASE-1018,Erode Agri-Logistics Zone Phase 1 (Sec 4),106,2,81.5,Award Inquiry (Sec 3G/23),7,6,3.7,26.4,1
CASE-1019,Vellore Urban Peripheral Phase 3 (Sec 7),56,1,81.4,Declaration (Sec 3D/19),5,4,4.2,19.4,1
CASE-1020,Madurai Logistics Park Phase 1 (Sec 7),101,0,81.4,SIA & Objection (Sec 3C/15),3,9,2.9,11.9,0
CASE-1021,Coimbatore Ring Road Sec Phase 2 (Sec 4),71,2,61.4,Compensation Disbursement,0,6,4.0,31.1,1
CASE-1022,Erode Agri-Logistics Zone Phase 2 (Sec 5),214,6,43.3,Award Inquiry (Sec 3G/23),2,1,0.8,21.0,1
CASE-1023,Tiruchirappalli Freight Link Phase 2 (Sec 1),18,0,81.2,Notification (Sec 3A/11),2,1,0.0,1.0,0
CASE-1024,Erode Agri-Logistics Zone Phase 3 (Sec 7),339,7,79.6,Notification (Sec 3A/11),20,16,5.2,8.9,1
CASE-1025,Vellore Urban Peripheral Phase 3 (Sec 4),15,0,72.2,SIA & Objection (Sec 3C/15),1,0,1.2,9.8,0
CASE-1026,Madurai Logistics Park Phase 3 (Sec 2),50,1,51.8,Award Inquiry (Sec 3G/23),8,4,3.7,26.2,1
CASE-1027,Vellore Urban Peripheral Phase 3 (Sec 3),100,1,78.1,Declaration (Sec 3D/19),8,13,0.0,12.2,0
CASE-1028,Coimbatore Ring Road Sec Phase 1 (Sec 2),43,1,74.9,Declaration (Sec 3D/19),4,5,7.3,25.0,1
CASE-1029,SIPCOT Industrial Corridor Phase 2 (Sec 7),73,1,1.4,Possession (Sec 3E/38),4,8,0.0,27.1,0
CASE-1030,SIPCOT Industrial Corridor Phase 2 (Sec 5),20,1,51.5,Possession (Sec 3E/38),4,2,3.6,37.9,1
CASE-1031,Salem Bypass Extension Phase 1 (Sec 6),29,0,39.0,Award Inquiry (Sec 3G/23),3,2,0.0,18.1,0
CASE-1032,Coimbatore Ring Road Sec Phase 3 (Sec 2),61,0,19.9,Possession (Sec 3E/38),6,0,0.9,33.3,0
CASE-1033,Tirunelveli Solar Park Access Phase 3 (Sec 5),50,0,0.4,Compensation Disbursement,5,11,6.7,33.2,1
CASE-1034,Tirunelveli Solar Park Access Phase 2 (Sec 3),32,1,1.2,Possession (Sec 3E/38),6,5,1.9,35.2,0
CASE-1035,Tirunelveli Solar Park Access Phase 3 (Sec 1),54,1,5.6,Compensation Disbursement,0,8,1.7,29.4,0
CASE-1036,Erode Agri-Logistics Zone Phase 2 (Sec 6),152,3,16.8,Possession (Sec 3E/38),5,13,1.1,34.1,1
CASE-1037,Salem Bypass Extension Phase 3 (Sec 2),16,0,20.2,Possession (Sec 3E/38),0,3,3.4,37.8,0
CASE-1038,Tiruchirappalli Freight Link Phase 1 (Sec 4),25,1,0.3,Possession (Sec 3E/38),2,0,0.0,31.0,0
CASE-1039,SIPCOT Industrial Corridor Phase 1 (Sec 1),29,0,91.9,SIA & Objection (Sec 3C/15),0,3,3.7,12.0,0
CASE-1040,Vellore Urban Peripheral Phase 2 (Sec 1),126,2,60.9,Declaration (Sec 3D/19),1,24,6.6,22.9,1
CASE-1041,SIPCOT Industrial Corridor Phase 2 (Sec 5),76,1,32.1,Award Inquiry (Sec 3G/23),2,8,1.6,21.8,0
CASE-1042,Hosur IT Expressway Phase 3 (Sec 3),24,1,80.0,Award Inquiry (Sec 3G/23),1,7,3.6,25.2,1
CASE-1043,Tiruchirappalli Freight Link Phase 3 (Sec 2),132,1,82.1,Notification (Sec 3A/11),5,9,4.8,8.4,1
CASE-1044,Madurai Logistics Park Phase 3 (Sec 3),51,1,82.3,Notification (Sec 3A/11),4,5,0.0,2.9,0
CASE-1045,SIPCOT Industrial Corridor Phase 2 (Sec 3),21,0,36.0,Declaration (Sec 3D/19),0,2,2.5,18.2,0
CASE-1046,Erode Agri-Logistics Zone Phase 3 (Sec 5),205,2,75.4,Declaration (Sec 3D/19),14,36,3.0,17.4,1
CASE-1047,Erode Agri-Logistics Zone Phase 2 (Sec 1),42,2,88.8,SIA & Objection (Sec 3C/15),2,6,0.0,6.4,1
CASE-1048,Tiruchirappalli Freight Link Phase 1 (Sec 7),51,0,83.2,Notification (Sec 3A/11),3,4,4.7,11.7,1
CASE-1049,Erode Agri-Logistics Zone Phase 3 (Sec 6),17,1,23.6,Compensation Disbursement,2,1,1.6,28.2,0
CASE-1050,Tiruchirappalli Freight Link Phase 3 (Sec 7),88,2,45.2,Declaration (Sec 3D/19),2,7,4.6,19.1,0
CASE-1051,Tiruchirappalli Freight Link Phase 1 (Sec 4),19,0,92.8,Notification (Sec 3A/11),3,1,0.1,3.2,0
CASE-1052,Coimbatore Ring Road Sec Phase 3 (Sec 2),32,0,2.0,Possession (Sec 3E/38),0,1,1.2,33.8,0
CASE-1053,Hosur IT Expressway Phase 1 (Sec 7),118,0,82.1,Award Inquiry (Sec 3G/23),7,8,6.5,26.9,1
CASE-1054,Erode Agri-Logistics Zone Phase 3 (Sec 7),97,1,51.1,Award Inquiry (Sec 3G/23),3,7,0.8,21.3,1
CASE-1055,Tiruchirappalli Freight Link Phase 2 (Sec 2),41,2,36.1,Declaration (Sec 3D/19),5,4,2.6,17.1,0
CASE-1056,Madurai Logistics Park Phase 1 (Sec 1),17,0,38.0,Declaration (Sec 3D/19),2,0,7.4,22.6,1
CASE-1057,Thoothukudi Port Rail Spur Phase 1 (Sec 3),19,1,51.5,Declaration (Sec 3D/19),2,0,0.0,12.9,0
CASE-1058,Thoothukudi Port Rail Spur Phase 3 (Sec 7),16,0,70.7,Declaration (Sec 3D/19),1,1,0.0,10.2,0
CASE-1059,Tiruchirappalli Freight Link Phase 3 (Sec 1),34,2,75.7,Award Inquiry (Sec 3G/23),2,0,2.0,22.6,1
CASE-1060,Salem Bypass Extension Phase 2 (Sec 1),169,3,77.0,SIA & Objection (Sec 3C/15),6,7,3.6,12.1,0
CASE-1061,Vellore Urban Peripheral Phase 2 (Sec 3),40,0,99.6,Notification (Sec 3A/11),6,1,0.9,4.6,0
CASE-1062,Madurai Logistics Park Phase 3 (Sec 4),65,1,51.8,Award Inquiry (Sec 3G/23),5,2,4.7,26.4,1
CASE-1063,Coimbatore Ring Road Sec Phase 3 (Sec 7),33,1,97.2,SIA & Objection (Sec 3C/15),5,2,4.6,13.6,0
CASE-1064,Hosur IT Expressway Phase 3 (Sec 5),81,0,0.1,Possession (Sec 3E/38),2,4,2.0,34.8,0
CASE-1065,SIPCOT Industrial Corridor Phase 3 (Sec 6),148,4,68.6,Declaration (Sec 3D/19),3,13,0.0,11.3,0
CASE-1066,Coimbatore Ring Road Sec Phase 2 (Sec 3),90,0,7.1,Compensation Disbursement,6,14,0.5,26.7,0
CASE-1067,Coimbatore Ring Road Sec Phase 2 (Sec 1),80,0,89.7,Notification (Sec 3A/11),8,5,2.1,6.2,0
CASE-1068,Tiruchirappalli Freight Link Phase 3 (Sec 6),61,3,64.4,Declaration (Sec 3D/19),7,4,2.6,17.8,1
CASE-1069,Tirunelveli Solar Park Access Phase 3 (Sec 5),60,0,35.5,Declaration (Sec 3D/19),5,6,0.0,11.3,0
CASE-1070,SIPCOT Industrial Corridor Phase 2 (Sec 6),86,1,65.2,Award Inquiry (Sec 3G/23),10,4,1.6,22.5,1
CASE-1071,SIPCOT Industrial Corridor Phase 2 (Sec 7),29,1,74.6,Notification (Sec 3A/11),1,4,0.0,1.0,0
CASE-1072,Erode Agri-Logistics Zone Phase 3 (Sec 6),43,1,91.1,Notification (Sec 3A/11),1,4,6.0,13.4,1
CASE-1073,Hosur IT Expressway Phase 3 (Sec 7),38,2,80.9,Award Inquiry (Sec 3G/23),6,1,0.0,19.5,1
CASE-1074,Salem Bypass Extension Phase 1 (Sec 6),51,0,62.7,Compensation Disbursement,6,0,3.9,30.3,1
CASE-1075,Madurai Logistics Park Phase 3 (Sec 7),75,2,32.2,Award Inquiry (Sec 3G/23),5,7,3.0,23.3,0
CASE-1076,Tirunelveli Solar Park Access Phase 3 (Sec 2),44,0,21.2,Compensation Disbursement,1,4,5.0,32.8,1
CASE-1077,Thoothukudi Port Rail Spur Phase 1 (Sec 3),34,1,95.5,Notification (Sec 3A/11),1,1,2.3,7.0,0
CASE-1078,Coimbatore Ring Road Sec Phase 3 (Sec 4),23,0,73.0,Award Inquiry (Sec 3G/23),0,0,4.4,27.6,1
CASE-1079,Vellore Urban Peripheral Phase 2 (Sec 5),19,0,36.6,Declaration (Sec 3D/19),2,2,0.1,14.2,0
CASE-1080,Salem Bypass Extension Phase 3 (Sec 5),37,1,11.6,Compensation Disbursement,1,3,0.0,25.1,0
CASE-1081,Coimbatore Ring Road Sec Phase 2 (Sec 1),120,1,73.9,Notification (Sec 3A/11),7,15,0.0,2.9,0
CASE-1082,Coimbatore Ring Road Sec Phase 2 (Sec 2),32,0,53.7,Award Inquiry (Sec 3G/23),0,4,3.1,25.1,1
CASE-1083,Coimbatore Ring Road Sec Phase 2 (Sec 4),20,0,53.3,Compensation Disbursement,1,2,1.9,29.5,1
CASE-1084,Coimbatore Ring Road Sec Phase 3 (Sec 4),20,1,85.1,Notification (Sec 3A/11),1,0,0.0,1.0,0
CASE-1085,Coimbatore Ring Road Sec Phase 2 (Sec 3),243,3,71.5,SIA & Objection (Sec 3C/15),13,27,2.2,11.5,0
CASE-1086,Tirunelveli Solar Park Access Phase 2 (Sec 2),117,1,47.9,Award Inquiry (Sec 3G/23),6,19,3.4,24.6,0
CASE-1087,Madurai Logistics Park Phase 1 (Sec 2),105,2,12.2,Possession (Sec 3E/38),2,3,1.9,35.5,0
CASE-1088,Hosur IT Expressway Phase 2 (Sec 6),218,2,12.6,Possession (Sec 3E/38),9,13,1.6,35.0,0
CASE-1089,Erode Agri-Logistics Zone Phase 2 (Sec 3),68,2,44.2,Award Inquiry (Sec 3G/23),2,1,0.0,15.7,1
CASE-1090,Madurai Logistics Park Phase 2 (Sec 2),164,1,81.7,Award Inquiry (Sec 3G/23),8,10,0.0,20.0,1
CASE-1091,Tiruchirappalli Freight Link Phase 2 (Sec 1),49,0,6.2,Possession (Sec 3E/38),3,5,0.0,30.6,0
CASE-1092,SIPCOT Industrial Corridor Phase 2 (Sec 2),54,1,99.2,Notification (Sec 3A/11),1,6,0.0,1.0,0
CASE-1093,Vellore Urban Peripheral Phase 3 (Sec 6),270,10,23.7,Compensation Disbursement,3,22,0.8,27.2,1
CASE-1094,Madurai Logistics Park Phase 2 (Sec 3),48,1,58.4,Award Inquiry (Sec 3G/23),1,4,0.9,21.4,1
CASE-1095,Madurai Logistics Park Phase 2 (Sec 3),38,2,9.4,Compensation Disbursement,2,2,2.3,28.9,1
CASE-1096,Salem Bypass Extension Phase 2 (Sec 5),120,1,67.1,Award Inquiry (Sec 3G/23),5,0,0.0,19.7,1
CASE-1097,Salem Bypass Extension Phase 1 (Sec 2),38,0,91.7,Notification (Sec 3A/11),3,4,4.2,7.5,0
CASE-1098,SIPCOT Industrial Corridor Phase 3 (Sec 5),20,0,22.1,Compensation Disbursement,1,2,2.1,29.7,0
CASE-1099,SIPCOT Industrial Corridor Phase 3 (Sec 1),214,4,98.6,SIA & Objection (Sec 3C/15),6,21,0.2,8.3,1
CASE-1100,Tirunelveli Solar Park Access Phase 1 (Sec 1),18,0,89.7,Notification (Sec 3A/11),1,0,4.6,8.3,0
CASE-1101,Vellore Urban Peripheral Phase 3 (Sec 2),50,1,37.5,Award Inquiry (Sec 3G/23),1,4,2.5,23.1,0
CASE-1102,Madurai Logistics Park Phase 1 (Sec 5),133,6,73.7,Declaration (Sec 3D/19),19,5,3.3,20.4,1
CASE-1103,Coimbatore Ring Road Sec Phase 3 (Sec 4),18,1,39.3,Award Inquiry (Sec 3G/23),4,1,1.7,22.2,0
CASE-1104,Coimbatore Ring Road Sec Phase 1 (Sec 6),226,0,0.8,Compensation Disbursement,29,26,2.4,28.6,0
CASE-1105,Tirunelveli Solar Park Access Phase 1 (Sec 3),41,1,99.2,Notification (Sec 3A/11),4,3,0.8,3.9,0
CASE-1106,Coimbatore Ring Road Sec Phase 3 (Sec 7),47,0,74.0,Notification (Sec 3A/11),4,0,3.3,7.2,0
CASE-1107,Coimbatore Ring Road Sec Phase 2 (Sec 6),42,0,49.0,Declaration (Sec 3D/19),4,3,6.4,24.1,0
CASE-1108,Tiruchirappalli Freight Link Phase 2 (Sec 5),76,0,13.3,Possession (Sec 3E/38),3,6,1.8,34.9,0
CASE-1109,Salem Bypass Extension Phase 1 (Sec 1),69,0,43.0,Award Inquiry (Sec 3G/23),10,10,4.8,28.4,1
CASE-1110,Tirunelveli Solar Park Access Phase 3 (Sec 3),103,1,36.4,Declaration (Sec 3D/19),8,3,8.6,24.0,1
CASE-1111,Salem Bypass Extension Phase 1 (Sec 1),96,0,51.3,Declaration (Sec 3D/19),1,10,0.0,11.0,0
CASE-1112,Thoothukudi Port Rail Spur Phase 3 (Sec 7),19,0,77.4,Notification (Sec 3A/11),1,0,0.0,3.0,0
CASE-1113,Thoothukudi Port Rail Spur Phase 2 (Sec 1),42,1,46.3,Award Inquiry (Sec 3G/23),0,1,0.0,18.7,1
CASE-1114,Vellore Urban Peripheral Phase 2 (Sec 1),85,1,62.4,Award Inquiry (Sec 3G/23),5,11,6.2,26.6,1
CASE-1115,Coimbatore Ring Road Sec Phase 2 (Sec 2),36,0,76.2,Notification (Sec 3A/11),0,2,4.0,10.5,0
CASE-1116,Thoothukudi Port Rail Spur Phase 2 (Sec 6),63,0,15.6,Compensation Disbursement,3,2,0.0,20.4,0
CASE-1117,Salem Bypass Extension Phase 1 (Sec 1),185,7,78.0,Notification (Sec 3A/11),14,12,6.8,15.1,1
CASE-1118,Erode Agri-Logistics Zone Phase 3 (Sec 3),39,0,64.5,Declaration (Sec 3D/19),4,1,1.9,16.2,0
CASE-1119,Tirunelveli Solar Park Access Phase 3 (Sec 1),99,4,16.4,Possession (Sec 3E/38),9,1,9.4,44.3,1
CASE-1120,Vellore Urban Peripheral Phase 1 (Sec 5),117,1,4.2,Possession (Sec 3E/38),8,16,11.3,47.5,1
CASE-1121,SIPCOT Industrial Corridor Phase 3 (Sec 5),35,0,36.6,Compensation Disbursement,2,2,5.7,34.1,0
CASE-1122,Tirunelveli Solar Park Access Phase 3 (Sec 4),22,1,70.3,Compensation Disbursement,1,1,4.5,31.3,1
CASE-1123,SIPCOT Industrial Corridor Phase 2 (Sec 3),28,1,58.7,Declaration (Sec 3D/19),2,1,0.0,14.0,0
CASE-1124,Coimbatore Ring Road Sec Phase 3 (Sec 6),71,0,97.7,SIA & Objection (Sec 3C/15),3,2,2.8,11.3,0
CASE-1125,Erode Agri-Logistics Zone Phase 3 (Sec 7),47,2,20.3,Possession (Sec 3E/38),1,2,1.1,33.9,0
CASE-1126,SIPCOT Industrial Corridor Phase 3 (Sec 6),41,0,10.7,Possession (Sec 3E/38),2,4,0.0,27.5,0
CASE-1127,Erode Agri-Logistics Zone Phase 3 (Sec 7),167,6,56.1,Declaration (Sec 3D/19),33,24,3.6,20.0,1
CASE-1128,Tirunelveli Solar Park Access Phase 2 (Sec 7),15,0,58.1,Declaration (Sec 3D/19),0,1,0.0,13.3,0
CASE-1129,SIPCOT Industrial Corridor Phase 1 (Sec 3),63,0,14.4,Compensation Disbursement,5,4,0.8,27.3,0
CASE-1130,Thoothukudi Port Rail Spur Phase 2 (Sec 3),22,0,21.1,Compensation Disbursement,0,1,2.0,28.9,0
CASE-1131,Vellore Urban Peripheral Phase 2 (Sec 6),18,0,35.8,Award Inquiry (Sec 3G/23),3,1,0.7,21.3,0
CASE-1132,Salem Bypass Extension Phase 2 (Sec 3),16,0,38.1,Award Inquiry (Sec 3G/23),0,1,0.0,18.1,0
CASE-1133,SIPCOT Industrial Corridor Phase 1 (Sec 1),19,0,12.8,Compensation Disbursement,1,0,1.1,27.4,0
CASE-1134,Madurai Logistics Park Phase 2 (Sec 1),159,1,24.6,Compensation Disbursement,8,6,6.8,33.9,1
CASE-1135,Madurai Logistics Park Phase 1 (Sec 6),81,1,50.4,Award Inquiry (Sec 3G/23),1,10,5.4,30.3,1
CASE-1136,SIPCOT Industrial Corridor Phase 3 (Sec 4),41,1,33.9,Declaration (Sec 3D/19),5,1,0.0,12.2,0
CASE-1137,SIPCOT Industrial Corridor Phase 3 (Sec 2),60,2,3.4,Possession (Sec 3E/38),5,0,1.0,33.5,1
CASE-1138,Madurai Logistics Park Phase 3 (Sec 1),36,1,73.1,Award Inquiry (Sec 3G/23),1,5,0.0,19.2,1
CASE-1139,Tirunelveli Solar Park Access Phase 2 (Sec 3),20,0,16.7,Possession (Sec 3E/38),4,1,3.8,37.5,0
CASE-1140,Vellore Urban Peripheral Phase 2 (Sec 4),60,1,75.8,Award Inquiry (Sec 3G/23),4,1,1.3,22.2,1
CASE-1141,Erode Agri-Logistics Zone Phase 1 (Sec 4),61,0,38.3,Possession (Sec 3E/38),5,12,0.0,30.8,0
CASE-1142,SIPCOT Industrial Corridor Phase 2 (Sec 2),17,0,70.7,Award Inquiry (Sec 3G/23),0,0,5.3,28.5,1
CASE-1143,Salem Bypass Extension Phase 1 (Sec 2),63,2,76.8,Declaration (Sec 3D/19),0,10,0.9,15.3,0
CASE-1144,SIPCOT Industrial Corridor Phase 2 (Sec 5),123,7,79.4,Award Inquiry (Sec 3G/23),9,6,2.3,24.6,1
CASE-1145,Erode Agri-Logistics Zone Phase 3 (Sec 4),61,2,83.6,Notification (Sec 3A/11),0,1,0.0,1.2,0
CASE-1146,Salem Bypass Extension Phase 1 (Sec 4),31,0,9.7,Compensation Disbursement,3,1,1.4,28.0,0
CASE-1147,Tirunelveli Solar Park Access Phase 3 (Sec 4),62,2,86.9,SIA & Objection (Sec 3C/15),3,8,3.3,12.5,1
CASE-1148,Erode Agri-Logistics Zone Phase 3 (Sec 6),90,0,87.8,SIA & Objection (Sec 3C/15),13,1,0.1,8.2,0
CASE-1149,SIPCOT Industrial Corridor Phase 1 (Sec 3),132,1,22.2,Possession (Sec 3E/38),9,13,0.0,29.8,1
CASE-1150,Tiruchirappalli Freight Link Phase 3 (Sec 2),133,3,87.2,SIA & Objection (Sec 3C/15),4,18,0.0,6.9,1
CASE-1151,Tirunelveli Solar Park Access Phase 2 (Sec 6),132,4,92.5,Notification (Sec 3A/11),6,5,7.7,11.8,1
CASE-1152,Tirunelveli Solar Park Access Phase 2 (Sec 5),38,0,40.6,Award Inquiry (Sec 3G/23),1,0,0.0,19.4,1
CASE-1153,Thoothukudi Port Rail Spur Phase 3 (Sec 1),60,0,16.6,Compensation Disbursement,8,9,0.0,17.9,0
CASE-1154,Erode Agri-Logistics Zone Phase 3 (Sec 7),39,0,80.7,Notification (Sec 3A/11),12,6,2.7,6.3,1
CASE-1155,Vellore Urban Peripheral Phase 2 (Sec 2),247,0,75.5,Award Inquiry (Sec 3G/23),16,35,0.0,18.3,0
CASE-1156,Tiruchirappalli Freight Link Phase 3 (Sec 7),65,0,38.7,Award Inquiry (Sec 3G/23),1,12,0.0,17.1,0
CASE-1157,Hosur IT Expressway Phase 1 (Sec 4),173,4,42.2,Declaration (Sec 3D/19),7,7,14.8,35.6,1
CASE-1158,Vellore Urban Peripheral Phase 2 (Sec 4),43,2,24.2,Possession (Sec 3E/38),5,2,5.1,37.4,1
CASE-1159,SIPCOT Industrial Corridor Phase 1 (Sec 2),42,0,70.0,Declaration (Sec 3D/19),2,1,0.0,12.3,0
CASE-1160,Hosur IT Expressway Phase 3 (Sec 3),129,3,72.6,SIA & Objection (Sec 3C/15),15,9,5.0,16.0,1
CASE-1161,Salem Bypass Extension Phase 1 (Sec 7),203,8,65.2,Declaration (Sec 3D/19),15,16,4.4,19.2,1
CASE-1162,Coimbatore Ring Road Sec Phase 2 (Sec 7),96,6,61.4,Award Inquiry (Sec 3G/23),1,14,0.0,17.3,1
CASE-1163,Coimbatore Ring Road Sec Phase 3 (Sec 3),28,0,60.1,Award Inquiry (Sec 3G/23),4,0,4.3,25.6,1
CASE-1164,Vellore Urban Peripheral Phase 3 (Sec 1),32,1,65.6,Award Inquiry (Sec 3G/23),0,4,8.3,30.5,1
CASE-1165,Madurai Logistics Park Phase 1 (Sec 6),125,0,62.3,Award Inquiry (Sec 3G/23),4,13,1.3,22.2,0
CASE-1166,Hosur IT Expressway Phase 3 (Sec 7),46,0,20.5,Compensation Disbursement,0,5,0.0,21.1,0
CASE-1167,SIPCOT Industrial Corridor Phase 1 (Sec 4),102,3,89.6,SIA & Objection (Sec 3C/15),4,7,11.4,21.4,1
CASE-1168,Coimbatore Ring Road Sec Phase 1 (Sec 7),18,1,55.9,Award Inquiry (Sec 3G/23),0,4,0.0,18.3,0
CASE-1169,Thoothukudi Port Rail Spur Phase 1 (Sec 2),68,3,22.5,Possession (Sec 3E/38),4,2,0.0,24.2,1
CASE-1170,SIPCOT Industrial Corridor Phase 3 (Sec 2),243,8,79.7,SIA & Objection (Sec 3C/15),9,19,8.5,19.6,1
CASE-1171,Coimbatore Ring Road Sec Phase 3 (Sec 4),32,0,89.2,Notification (Sec 3A/11),0,2,0.7,4.1,0
CASE-1172,SIPCOT Industrial Corridor Phase 3 (Sec 3),269,5,50.2,Award Inquiry (Sec 3G/23),29,13,3.2,25.1,1
CASE-1173,Salem Bypass Extension Phase 3 (Sec 6),65,2,85.3,SIA & Objection (Sec 3C/15),2,1,0.0,7.1,0
CASE-1174,Tirunelveli Solar Park Access Phase 3 (Sec 5),30,1,1.2,Compensation Disbursement,3,2,5.2,33.5,1
CASE-1175,Salem Bypass Extension Phase 2 (Sec 2),21,0,84.4,SIA & Objection (Sec 3C/15),0,0,1.3,9.9,0
CASE-1176,SIPCOT Industrial Corridor Phase 2 (Sec 7),20,1,32.4,Award Inquiry (Sec 3G/23),0,1,0.0,16.6,0
CASE-1177,SIPCOT Industrial Corridor Phase 3 (Sec 3),57,1,51.5,Declaration (Sec 3D/19),1,4,3.0,19.9,0
CASE-1178,SIPCOT Industrial Corridor Phase 3 (Sec 3),30,0,33.3,Award Inquiry (Sec 3G/23),4,3,4.1,28.0,1
CASE-1179,Tirunelveli Solar Park Access Phase 2 (Sec 7),42,0,49.0,Declaration (Sec 3D/19),2,2,5.5,21.8,0
CASE-1180,SIPCOT Industrial Corridor Phase 1 (Sec 6),169,0,89.6,SIA & Objection (Sec 3C/15),3,28,0.0,3.6,0
CASE-1181,Salem Bypass Extension Phase 1 (Sec 4),26,0,79.1,Declaration (Sec 3D/19),0,0,6.2,21.0,1
CASE-1182,Vellore Urban Peripheral Phase 2 (Sec 7),190,1,58.3,Declaration (Sec 3D/19),15,14,5.8,21.8,1
CASE-1183,Madurai Logistics Park Phase 1 (Sec 3),95,2,37.6,Compensation Disbursement,1,3,0.0,23.4,0
CASE-1184,Hosur IT Expressway Phase 3 (Sec 6),71,0,88.1,Notification (Sec 3A/11),1,2,0.0,2.5,0
CASE-1185,Vellore Urban Peripheral Phase 1 (Sec 7),26,1,44.5,Declaration (Sec 3D/19),4,3,9.5,25.9,1
CASE-1186,Salem Bypass Extension Phase 3 (Sec 1),136,2,76.7,Declaration (Sec 3D/19),2,3,0.0,10.2,0
CASE-1187,Hosur IT Expressway Phase 1 (Sec 3),71,2,47.2,Award Inquiry (Sec 3G/23),7,8,0.0,19.1,1
CASE-1188,Tirunelveli Solar Park Access Phase 1 (Sec 6),45,3,7.5,Compensation Disbursement,6,5,0.0,21.6,1
CASE-1189,Salem Bypass Extension Phase 3 (Sec 3),15,0,36.0,Award Inquiry (Sec 3G/23),3,1,7.6,31.4,1
CASE-1190,Hosur IT Expressway Phase 1 (Sec 4),80,1,76.8,Award Inquiry (Sec 3G/23),13,6,0.0,19.4,1
CASE-1191,Tiruchirappalli Freight Link Phase 2 (Sec 1),93,1,77.9,Award Inquiry (Sec 3G/23),5,0,6.3,30.1,1
CASE-1192,Thoothukudi Port Rail Spur Phase 3 (Sec 7),154,1,22.6,Compensation Disbursement,13,3,0.3,26.6,0
CASE-1193,Madurai Logistics Park Phase 2 (Sec 6),70,0,0.1,Possession (Sec 3E/38),0,3,0.0,31.9,0
CASE-1194,Vellore Urban Peripheral Phase 2 (Sec 5),81,2,36.2,Possession (Sec 3E/38),2,2,11.7,52.7,1
CASE-1195,Tirunelveli Solar Park Access Phase 1 (Sec 1),20,0,3.4,Compensation Disbursement,0,0,1.0,27.5,0
CASE-1196,SIPCOT Industrial Corridor Phase 3 (Sec 4),120,0,73.1,Declaration (Sec 3D/19),3,16,2.6,17.0,0
CASE-1197,Madurai Logistics Park Phase 2 (Sec 5),70,1,12.4,Compensation Disbursement,2,6,6.0,36.0,1
CASE-1198,Tirunelveli Solar Park Access Phase 2 (Sec 1),170,5,52.8,Declaration (Sec 3D/19),5,10,9.4,30.2,1
CASE-1199,Thoothukudi Port Rail Spur Phase 2 (Sec 3),219,3,97.8,SIA & Objection (Sec 3C/15),12,6,8.5,18.6,1
CASE-1200,Tiruchirappalli Freight Link Phase 3 (Sec 4),35,0,48.0,Declaration (Sec 3D/19),0,0,1.3,16.0,0
CASE-1201,Hosur IT Expressway Phase 1 (Sec 6),120,2,96.6,SIA & Objection (Sec 3C/15),4,13,0.6,9.0,1
CASE-1202,Thoothukudi Port Rail Spur Phase 2 (Sec 6),44,2,96.4,SIA & Objection (Sec 3C/15),3,4,1.5,10.0,0
CASE-1203,Tirunelveli Solar Park Access Phase 1 (Sec 1),22,0,51.4,Declaration (Sec 3D/19),3,1,0.3,14.4,0
CASE-1204,Hosur IT Expressway Phase 2 (Sec 7),32,0,58.1,Award Inquiry (Sec 3G/23),1,1,0.0,17.0,1
CASE-1205,Madurai Logistics Park Phase 1 (Sec 1),37,0,81.6,Notification (Sec 3A/11),5,2,0.5,3.9,0
CASE-1206,Hosur IT Expressway Phase 3 (Sec 4),34,1,46.7,Declaration (Sec 3D/19),4,2,0.0,9.5,0
CASE-1207,Vellore Urban Peripheral Phase 2 (Sec 2),126,0,64.7,Declaration (Sec 3D/19),5,11,4.1,21.1,0
CASE-1208,Coimbatore Ring Road Sec Phase 3 (Sec 3),84,5,15.8,Possession (Sec 3E/38),6,11,8.0,40.9,1
